title,release_year,language,overview,vote_average,vote_count,popularity
Just Like My Son,2018,Italienisch,"Having escaped from Afghanistan when still a child, Ismail now lives in Europe with his brother Hassan. After several disturbing phone calls, Ismail will have to face the destiny of his family, counting the cost of the senselessness of war and the history of his people, the Hazaras.",4.7,8,2.279
Venezia. Lido.,2021,Italienisch,A poetic trip to lost dreams.,0.0,0,0.976
Diabolik sono io,2019,Italienisch,"Docudrama about elusive comic book artist Zarcone, who disappeared without a trace after illustrating issue #1 of Diabolik (November 1, 1962).",4.5,8,1.242
Free Your Mind,2023,Italienisch,A sincere thought for all those people who always have too much to blame themselves. Free your mind for a moment. Breathe. The result is extraordinary.,0.0,0,0.975
61: Scorecard Killer,2021,Italienisch,"A film freely inspired by the true story of Randy Steven Kraft, the American serial killer who murdered sixteen young men between 1972 and 1983. He is also believed to have committed the rape and murder of up to fifty-one other boys and young men. Kraft is currently incarcerated on death row at San Quentin State Prison in Marin County, California. He became known as the “Scorecard Killer” because, inside his car trunk, investigators found a ring binder containing a hand-written list of 61 coded notations about his victims and more than 50 photographs of young men (dead or asleep) in pornographic poses beneath the carpet. He was also known the “Freeway Killer” because many of his victims’ bodies were discovered near freeways.",0.0,0,1.012
Epitaph,2022,Italienisch,"Elena decides to end her abusive relationship. One morning, she is murdered by her ex-partner outside her home. Her death triggers a journey which blends present and past memories, transforming her violent murder into a tranquil departure from life. Narrated via a visual stream of consciousness, Elena represents the destiny and voice of the many women like her who die from femicide every day.​",0.0,0,1.764
Sul Tetto del Mondo - Walter Bonatti e Rossana Podestà,2021,Italienisch,,0.0,0,1.51
C'era una volta in Italia - Giacarta sta arrivando,2022,Italienisch,,6.2,2,0.973
Giacomo Puccini: Turandot,2016,Italienisch,All Chinese production by the NCPA (China National Center of Performing Arts),0.0,0,0.973
My Place is Here,2021,Italienisch,"Brescia, March 2020. The Spedali Civili, the city's public hospital, suddenly finds itself inundated with patients. In the best tradition of direct cinema, Michele Aiello manages to document a moving slice of life, and to film, at the worst moments of this collective tragedy, the unprecedented reports that unite patients and health personnel in the face of the unknown.",8.5,2,0.971
Né tonda Né gentile,2020,Italienisch,,10.0,1,1.036
Pizza and Dates,2015,Italienisch,"After their mosque is expropriated and turned into a hairdresser by the landlord, a community of Muslims in Venice search for a new location. A young Afghan Imam named Saladin is called to the rescue, but rather than solving the problem, his arrival ends up complicating the situation with a series of absurd consequences and hilarious moments",4.3,13,0.97
La prima regola,2022,Italienisch,"A suburban high school, structures, students and teaching staff are the exemplary mirror of a social and economic depression that seems irreversible. To worsen the situation, a few meters from the school, between the houses of the neighborhood, the ""Zoo"", a center of assistance to migrants became over the years a permanent refugee camp. A professor is called to hold a remedial course for six students suspended for disciplinary reasons. But when the clashes between the population and migrants break out, the situation quickly gets out of hand.",5.2,4,1.641
"Water and Sugar: Carlo Di Palma, the Colours of Life",2016,Italienisch,"An account of the life and work of the legendary cinematographer and director Carlo Di Palma (1925-2004) and an emotional journey into the greatest moments of cinema, from the Italian neorealism to the masterpieces of Woody Allen, commented by prestigious figures of world cinema.",5.2,5,1.397
IVI ELV,2022,Italienisch,"A man regains consciousness somewhere unknown and claustrophobic. Dazed and confused, he begins to wander its dark corridors, but a series of visions will force him to deal with a far worse reality.",0.0,0,0.968
Spore,2020,Italienisch,,0.0,0,2.26
Umberto Eco: A Library of the World,2023,Italienisch,A walk through the immense private library of Italian writer and thinker Umberto Eco (1932-2016).,7.182,10,2.258
What the Water Gave Us,2021,Italienisch,"Tom's life changes when his soulmate leaves him. In a world where loneliness is a disease, meeting Alex could be Tom's way to find a cure.",0.0,0,1.759
Anna Bolena,2019,Italienisch,,0.0,0,1.75
The Family Gold,2020,Italienisch,"A young thief and a burglary gone bad. Among the stolen goods, an object attracts his attention: no gold, no silver and no ancient relics, but something much more precious that is worth giving back.",0.0,0,0.966
Amor,2023,Italienisch,"A summer evening twenty-five years ago: the city is deserted, the final of the FIFA World Cup is underway. A woman, Teresa, comes down to the Tiber and lets herself be carried away by its current. She is swallowed by the river and her daughter Virginia crosses Rome in the dark of the night: she wants to find her and save her. Virginia has to make her way through the depths of the waters, of the history, myths, calamities and gleams of life of a timeless Rome. And so she is able to see again her mother, who emerges from the darkness of the Tiber to fly toward AMOR, “the planet of care” surrounded by water where the streets, squares and fountains remind her of Rome and animals are free to wander around.",5.5,1,0.965
What You Don't Know About Me,2019,Italienisch,"A freshly married, harmonious couple - Patricia is Swiss, Ikendu is from Mali - is forced, as a result of the Ikendu's unexpected arrest, to deal with each other's dark sides, which is painful, but ultimately makes the relationship more mature.",4.9,5,1.15
My Father Jack,2016,Italienisch,,4.3,11,0.964
Pendrive,2016,Italienisch,"B is an orphan girl who grew up with a boss of the underworld, P. His pen drive, containing files on his dirty deal, was stolen. It is her duty to retrieve it at any cost.",7.6,4,1.116
Renata Fonte - Una donna contro tutti,2018,Italienisch,,8.8,4,1.868
Tra il cane e il lupo,2018,Italienisch,"The experience of the Cinema Mitante collective from the city of Milan, a group of militant directors active during the hot militant 70s.",0.0,0,1.498
Il grande male,2023,Italienisch,,0.0,0,1.025
Devil Times Two,2022,Italienisch,"In a convent near Milan in the late 1970s, some mysterious murders take place. A couple of expert exorcists are sent to investigate, because it is thought there is a hand of the devil. It will be a tough fight between good and evil.",0.0,0,1.267
Up to Down,2019,Italienisch,"Naples. Home of the unbowed, of madmen and paupers. A city that refuses to lick anyone's boots, let alone stoop to pretense. This documentary bad trip takes us on a tour of the city's dismal suburbs and into the homes of the marginalized and rejected: a man, a girl, and a masked boxer - three protagonists yearning for something else, although they're not quite sure what. (Karlovy Vary Film Festival 2019)",0.0,0,0.958
Lonely Voices,2022,Italienisch,One family’s life goes haywire at the start of the pandemic as the matriarch—now without her steady housekeeper income—encounters a new kind of fame and celebrity when she begins teaching cooking lessons over the internet.,5.5,3,0.958
Undercover Mistress,2016,Italienisch,"During a photo show, a man enjoys scaring a girl until she decides to leave the exhibition. The man runs after her along increasingly dark and isolated streets. A man and a woman? Which one is the dominant genre?",1.0,1,0.958
The Last Movie Painter,2020,Italienisch,"A fantastic journey through the world of Renato Casaro, one of the most important illustrators that the world’s film poster industry has ever known.",7.2,6,1.429
Incedere + Retrocedere = Ascendere (Testamento),2020,Italienisch,,0.0,0,1.502
Per Anna,2016,Italienisch,Two youngsters have a memorable meeting in a small Sardinian town - a magic one they won't ever forget.,0.0,0,0.994
87 ore,2015,Italienisch,,0.0,0,0.955
The Invisible Path,2023,Italienisch,"To get out of a dark period, a young musician and a group of boys with drug and alcohol addiction problems approach the mountains, discovering new inner paths.",7.0,2,0.954
Abbiamo fatto 30...,2021,Italienisch,"A comedy special and reuniun of Aldo, Giovanni e Giacomo.",9.5,2,0.954
